AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8,AS9,AS10,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,DO1,DO2,DO3,DO4,DO5,DO6,DO7,DO8,DO9,DO10,age,gender,AS,SC,AD,DO,final
2,4,4,3,4,3,3,4,1,2,3,3,2,2,2,3,3,3,3,3,4,4,4,4,3,2,2,3,2,3,4,4,5,4,4,3,3,3,3,3,31,1,30,27,31,36,DO
4,4,4,4,5,5,2,3,2,2,5,5,5,5,4,2,2,1,2,2,4,5,4,3,3,4,2,4,3,2,4,4,4,4,4,3,2,4,3,2,40,1,35,33,34,34,AS
2,2,3,4,2,3,4,2,2,2,5,3,4,2,3,4,2,1,5,2,3,4,4,3,4,3,3,4,1,3,4,2,2,3,5,3,2,4,3,2,17,1,26,31,32,30,AD
4,5,4,3,4,2,2,2,1,1,4,5,4,4,4,1,2,2,2,2,5,5,5,5,2,1,1,3,1,3,3,3,3,4,2,3,2,4,3,2,21,1,28,30,31,29,AD
2,4,3,4,3,4,5,2,1,1,4,5,3,2,2,3,2,2,5,3,3,4,5,5,5,2,1,5,1,1,5,5,3,4,4,2,2,4,3,3,31,1,29,31,32,35,DO
4,4,4,5,4,4,4,2,1,1,3,2,3,3,4,4,2,2,5,2,3,3,4,3,3,2,1,3,4,1,4,2,2,3,3,2,4,4,3,4,46,1,33,30,27,31,AS
2,4,3,3,2,3,3,3,2,2,2,4,3,2,4,3,2,4,2,4,4,4,4,4,5,0,3,3,3,3,4,5,2,4,4,4,4,4,2,1,27,2,27,30,33,34,DO
5,4,3,3,3,3,3,3,1,2,5,3,3,5,4,3,2,1,4,3,5,4,4,4,3,2,2,3,5,3,4,3,3,1,2,2,4,3,2,1,41,1,30,33,35,25,AD
1,2,3,1,2,3,4,3,2,4,2,3,1,1,1,3,4,4,4,5,3,4,4,4,4,3,3,4,4,4,3,4,4,2,4,2,4,4,2,3,24,2,25,28,37,32,AD
4,5,4,4,3,4,2,3,4,4,4,4,1,4,5,2,1,2,2,2,2,5,4,2,4,3,3,3,2,4,2,3,3,2,4,4,4,4,2,2,32,1,37,27,32,30,AS
4,2,4,3,3,4,4,4,2,1,4,2,3,4,3,4,2,2,4,2,3,5,4,5,4,2,2,4,1,3,4,3,3,3,4,2,3,3,2,2,26,2,31,30,33,29,AD
2,2,3,3,3,3,3,2,1,1,2,3,2,2,2,4,4,4,4,3,3,3,4,4,2,2,2,2,2,2,4,4,3,3,2,2,3,3,2,2,49,2,23,30,26,28,SC
4,2,1,4,1,1,5,4,4,1,3,1,4,4,4,4,2,4,4,5,4,2,4,4,2,2,2,1,2,2,2,2,2,4,2,2,2,1,2,1,32,2,27,35,25,20,SC
5,3,3,4,5,4,3,3,1,0,2,0,1,5,4,3,3,4,3,1,2,5,5,5,4,3,3,3,4,2,4,3,4,3,2,2,2,4,0,2,31,2,31,26,36,26,AD
5,4,4,3,3,4,4,2,1,1,5,3,3,3,2,3,0,2,4,1,5,5,5,5,4,3,3,2,3,2,4,3,4,2,2,4,2,4,4,1,26,2,31,26,37,30,AD
2,2,2,4,3,4,4,3,2,1,3,2,2,2,3,4,2,4,4,4,2,4,4,4,2,2,2,2,2,2,4,4,2,2,2,2,2,3,2,2,42,1,27,30,26,25,SC
4,3,2,3,3,3,2,2,2,2,5,2,3,4,2,4,3,2,4,3,4,4,5,3,2,2,1,2,1,2,2,1,1,1,2,1,3,2,1,1,45,1,26,32,26,15,SC
4,2,1,3,2,2,4,4,4,4,2,2,2,4,2,4,4,4,4,2,3,4,4,3,4,4,4,4,2,4,2,2,4,2,4,3,4,4,2,2,45,2,30,30,36,29,AD
5,4,2,4,4,4,4,4,1,1,4,4,4,4,4,4,1,1,4,1,5,4,3,4,2,2,4,4,2,2,4,4,4,3,4,2,4,4,3,2,34,1,33,31,32,34,DO
4,5,4,4,4,4,2,2,2,1,4,4,3,4,4,3,1,2,2,2,3,3,4,3,4,3,3,4,3,2,4,4,4,3,3,3,4,4,3,2,35,1,32,29,32,34,DO
5,4,4,5,3,4,2,3,1,1,4,2,3,4,5,3,5,1,4,1,3,4,4,3,4,3,3,4,2,2,3,1,1,3,2,1,3,4,3,5,52,2,32,32,32,26,AS
5,1,4,5,5,5,1,2,5,1,2,2,5,5,4,5,2,1,2,1,1,1,5,5,5,5,5,5,1,1,5,5,4,1,1,4,5,5,1,4,24,2,34,29,34,35,DO
4,4,3,4,4,4,1,2,1,1,4,4,4,4,4,2,2,2,2,2,4,5,5,4,2,2,2,2,2,2,3,5,3,2,2,1,4,2,2,3,41,1,28,30,30,27,SC
4,4,4,4,4,4,2,3,2,2,5,4,4,4,4,1,2,2,2,1,4,5,4,3,3,3,2,4,3,4,4,4,3,3,4,2,2,4,3,2,40,1,33,29,35,31,AD
5,5,5,5,5,5,1,1,1,1,1,1,1,5,3,3,2,2,2,1,3,3,3,5,1,1,1,1,1,1,1,1,5,3,3,5,5,5,4,5,56,1,34,21,20,37,DO
5,4,4,4,4,4,3,2,2,1,2,4,4,4,4,4,2,4,2,1,5,3,5,5,1,1,1,1,1,1,4,4,4,4,3,3,4,4,1,2,29,1,33,31,24,33,AS
2,5,5,4,4,4,2,2,4,1,5,2,3,2,4,2,2,1,4,1,5,5,5,5,2,2,1,4,1,2,4,3,3,2,2,4,4,4,3,2,48,1,33,26,32,31,AS
3,3,3,4,4,4,2,3,2,3,4,4,2,3,4,3,2,2,2,3,3,4,4,4,3,2,2,2,3,2,3,3,3,3,3,2,4,4,2,2,33,1,31,29,29,29,AS
5,5,4,3,4,4,2,3,2,2,4,3,2,4,3,2,2,2,2,1,4,4,4,4,4,4,4,4,2,3,3,4,3,3,4,3,2,3,2,2,33,1,34,25,37,29,AD
4,4,5,3,3,5,2,2,1,1,3,3,2,3,3,3,3,3,4,2,4,4,5,4,2,2,3,3,3,1,5,5,5,3,4,4,3,5,3,3,38,1,30,29,31,40,DO
5,5,2,5,2,2,4,4,2,2,5,5,5,5,5,2,2,2,2,2,5,5,5,5,3,2,2,2,4,2,2,2,4,2,2,4,4,4,2,2,39,2,33,35,35,28,SC
4,4,3,4,3,3,3,2,1,1,4,3,1,4,3,3,2,2,4,2,2,4,4,3,4,3,3,4,2,3,2,2,2,2,2,2,2,2,2,2,43,2,28,28,32,20,AD
3,3,2,4,4,3,3,4,1,2,2,2,2,2,3,4,2,4,3,2,3,2,5,4,3,2,2,3,2,3,2,2,2,2,4,3,2,4,2,3,23,1,29,26,29,26,AS
5,5,4,5,4,4,2,2,1,1,5,5,5,5,5,1,5,1,1,1,5,5,5,3,3,3,3,3,1,3,5,5,1,1,1,1,1,3,3,1,44,2,33,34,34,22,SC
5,4,4,4,3,4,3,2,1,1,5,5,4,4,4,1,1,2,3,2,2,2,4,4,3,2,2,2,2,2,4,4,5,4,4,4,4,4,3,3,67,1,31,31,25,39,DO
4,5,5,4,4,5,1,4,1,2,5,5,4,2,4,2,2,1,4,2,2,4,2,2,4,2,2,5,1,2,2,4,4,5,4,2,5,2,4,5,32,2,35,31,26,37,DO
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,0,0,AS
2,1,4,3,3,2,4,4,4,1,2,2,4,2,4,4,2,4,4,3,2,4,3,2,4,4,3,4,2,2,2,4,3,1,2,2,1,3,2,2,22,1,28,31,30,22,SC
4,4,2,4,2,2,4,4,1,1,4,3,4,3,3,3,2,2,3,4,4,4,4,4,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,48,1,28,31,29,21,SC
2,3,4,2,4,4,3,3,1,2,2,1,3,3,2,5,3,4,4,2,2,4,5,4,2,2,2,2,2,2,4,4,4,1,3,2,2,4,2,2,49,1,28,29,27,28,SC
1,1,1,1,1,2,3,4,5,4,3,2,1,2,2,3,3,4,4,5,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,34,1,23,29,33,29,AD
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25,1,50,50,50,50,AS
3,2,4,3,4,4,4,3,3,1,3,1,2,2,1,2,3,3,3,3,5,5,4,4,3,2,2,3,1,2,3,3,4,4,5,4,4,4,3,2,44,2,31,23,31,36,DO
4,4,5,4,4,4,1,2,1,3,4,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,3,5,5,3,3,40,2,32,31,30,37,DO
5,4,4,5,4,4,2,1,2,3,2,3,3,5,5,1,1,5,1,2,5,4,5,4,3,3,2,3,2,2,5,5,4,4,5,5,2,4,4,3,20,2,34,28,33,41,DO
5,4,3,3,4,3,2,4,2,4,4,5,3,4,3,2,3,2,2,3,2,2,4,4,4,4,4,4,1,3,4,4,2,2,4,4,4,4,2,2,25,1,34,31,32,32,AS
5,3,3,5,3,2,3,3,1,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,32,1,29,30,26,50,DO
4,5,5,4,4,4,1,2,1,1,4,4,3,4,4,3,2,2,2,1,4,4,5,5,2,2,2,3,2,1,5,4,4,3,3,3,4,5,3,2,44,2,31,29,30,36,DO
4,3,2,3,3,3,4,3,3,4,4,4,4,4,4,2,2,2,2,2,4,4,5,5,4,3,2,4,2,2,2,2,4,4,4,3,4,4,3,2,49,1,32,30,35,32,AD
2,4,2,4,3,5,3,2,1,2,4,4,3,2,3,2,2,1,4,2,5,5,4,4,2,1,1,3,1,1,4,3,2,2,4,2,4,4,2,2,25,1,28,27,27,29,DO
2,3,3,4,4,3,2,3,2,2,2,2,4,2,4,4,2,4,4,3,4,4,4,4,3,2,2,4,2,2,4,4,3,3,4,2,4,4,4,3,34,1,28,31,31,35,DO
5,5,5,5,4,4,1,2,5,1,5,3,5,5,5,2,1,1,2,1,5,4,5,5,2,1,1,2,3,2,1,1,2,2,3,3,2,4,1,3,58,2,37,30,30,22,AS
4,3,3,4,2,5,3,4,1,3,3,3,0,5,3,2,2,3,4,2,5,5,5,5,1,2,3,2,1,3,4,3,2,3,5,3,4,4,2,2,31,2,32,27,32,32,AS
3,3,4,4,2,3,4,5,2,3,5,3,5,3,5,2,2,1,4,3,4,5,4,4,4,2,2,1,1,3,3,4,4,4,2,1,3,3,2,2,26,2,33,33,30,28,AS
4,4,4,4,3,4,2,2,2,1,4,3,3,4,4,2,2,2,2,1,3,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,41,1,30,27,34,40,DO
5,4,4,4,4,4,2,1,1,1,4,3,3,5,4,2,2,3,2,2,2,4,4,4,4,3,3,4,2,4,5,5,4,4,5,3,4,4,3,4,41,1,30,30,34,41,DO
2,3,2,2,3,2,4,4,1,2,5,4,2,2,3,2,2,1,2,2,2,4,4,3,4,4,4,4,4,4,4,3,2,1,2,2,1,2,2,1,25,2,25,25,37,20,AD
5,5,4,4,3,4,1,2,1,0,5,4,4,0,4,2,1,1,1,1,4,5,5,4,2,1,2,4,1,1,4,4,1,2,2,2,4,4,3,4,45,1,29,23,29,30,DO
4,4,5,4,4,4,2,1,1,1,3,4,2,4,4,2,2,2,2,2,4,5,5,5,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,39,2,30,27,31,40,DO
4,4,3,4,4,4,3,3,2,2,5,4,4,4,3,1,2,2,3,2,3,4,5,4,3,2,1,3,1,2,4,4,4,4,3,3,3,3,3,3,44,2,33,30,28,34,DO
3,2,1,3,2,3,4,4,4,1,3,1,3,3,3,4,2,2,4,3,2,5,5,4,2,2,2,4,4,3,2,2,2,1,1,2,2,3,2,1,56,1,27,28,33,18,AD
5,4,4,3,3,4,3,2,2,2,3,2,2,4,2,2,3,2,4,2,1,4,4,2,5,4,4,4,4,4,2,2,3,3,3,3,4,3,3,3,26,2,32,26,36,29,AD
3,2,2,2,4,3,4,3,4,4,4,2,2,3,2,3,4,4,4,4,4,4,5,5,1,1,1,4,1,4,4,4,2,2,2,2,2,4,4,1,30,2,31,32,30,27,SC
4,2,3,5,2,3,4,4,2,1,5,4,4,4,5,1,1,1,3,1,1,5,4,4,4,3,3,5,2,4,4,4,4,3,4,4,5,5,3,2,26,1,30,29,35,38,DO
2,3,3,4,3,4,4,2,2,1,4,2,1,2,2,3,2,2,4,4,4,5,5,4,3,3,2,2,1,1,4,2,3,4,4,1,4,5,3,3,30,2,28,26,30,33,DO
5,5,4,5,5,4,2,3,1,1,5,5,5,5,5,1,1,2,2,1,5,5,5,5,2,1,2,2,1,2,4,4,1,1,2,1,2,3,4,1,40,2,35,32,30,23,AS
4,4,3,3,4,3,4,4,2,2,4,3,3,4,3,3,3,3,2,2,2,3,4,5,4,2,2,4,2,4,3,3,3,2,2,3,3,4,2,1,54,2,33,30,32,26,AS
3,2,2,2,3,3,3,3,2,2,4,3,3,3,2,3,4,2,3,2,4,4,4,5,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2,33,2,25,29,30,25,AD
2,4,3,2,5,4,3,2,1,1,3,3,3,2,3,3,2,4,4,4,5,5,4,4,2,1,1,2,1,1,5,5,5,4,4,3,5,5,4,4,18,1,27,31,26,44,DO
5,4,3,4,3,4,3,3,2,2,5,5,1,5,4,2,2,1,2,2,3,5,5,5,4,4,3,4,2,3,2,3,2,2,4,2,2,3,4,3,38,2,33,29,38,27,AD
4,2,2,3,2,3,4,4,2,2,3,4,2,4,2,3,2,3,4,2,3,4,3,3,4,4,4,2,2,3,2,2,2,3,1,2,3,4,3,3,43,1,28,29,32,25,AD
4,3,4,4,4,5,2,3,2,1,5,4,4,4,4,3,2,2,3,1,5,5,5,5,4,4,4,4,2,3,2,3,2,3,4,4,4,5,5,4,19,1,32,32,41,36,AD
3,4,3,3,3,3,4,4,2,3,4,3,3,4,3,3,3,3,2,2,2,4,4,4,4,3,3,4,2,4,2,2,4,1,1,2,3,4,2,1,54,2,32,30,34,22,AD
4,4,4,4,4,4,2,2,2,2,4,4,2,4,2,2,2,2,2,2,4,4,3,3,4,2,2,2,2,2,3,3,4,4,4,3,3,3,4,3,44,2,32,26,28,34,DO
2,3,2,2,4,2,4,4,1,4,2,1,2,2,2,4,4,4,4,4,4,5,4,3,3,2,1,4,2,4,4,4,4,2,4,2,4,2,3,3,27,1,28,29,32,32,AD
5,5,5,5,5,5,3,3,1,1,4,4,3,3,4,3,1,3,3,1,3,5,5,5,3,1,1,3,3,3,4,4,4,3,3,3,4,4,4,3,30,2,38,29,32,36,AS
2,2,2,3,3,4,4,3,3,3,3,0,0,2,2,2,4,4,4,4,2,5,3,3,4,4,2,3,3,3,3,3,4,2,2,2,2,2,3,2,30,1,29,25,32,25,AD
3,3,4,4,4,5,3,2,4,1,5,3,2,4,3,2,3,2,2,2,5,5,5,5,4,1,1,2,4,3,4,4,3,4,4,2,4,4,3,2,25,2,33,28,35,34,AD
2,2,2,2,2,1,4,4,2,4,4,2,2,2,2,4,2,4,4,4,3,2,2,4,4,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,38,2,25,30,30,20,SC
2,4,3,5,4,5,3,3,1,1,2,2,2,2,3,4,3,4,3,4,4,4,3,4,2,2,2,2,1,2,0,5,4,3,5,3,4,4,3,4,17,2,31,29,26,35,DO
3,3,3,3,2,3,3,2,3,2,4,2,3,3,2,4,4,4,4,4,4,4,4,4,3,2,2,3,2,3,4,3,4,3,3,4,5,4,3,3,31,2,27,34,31,36,DO
5,4,4,4,5,4,2,2,2,1,4,4,4,5,4,2,2,1,3,2,4,5,5,4,2,2,2,2,1,1,3,2,3,2,2,3,4,4,3,2,47,2,33,31,28,28,AS
5,5,4,5,4,3,2,2,1,1,5,5,5,5,5,1,1,1,1,1,4,5,5,4,2,1,1,2,2,1,5,3,4,3,3,4,5,4,4,3,40,1,32,30,27,38,DO
2,1,1,2,2,2,4,4,4,2,3,3,1,2,2,4,4,3,4,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,59,2,24,30,26,20,SC
2,5,5,5,5,5,2,2,2,2,2,1,2,2,5,5,2,4,5,2,2,2,3,2,5,5,5,5,4,4,3,3,4,4,5,3,4,4,5,4,22,2,35,30,37,39,DO
5,4,3,3,3,4,3,4,2,1,4,4,4,4,3,2,2,2,2,2,2,4,5,5,2,5,4,5,1,2,5,5,3,2,2,2,4,4,2,2,25,2,32,29,35,31,AD
5,4,4,4,4,4,2,3,2,4,2,2,2,5,4,4,2,4,4,1,2,4,4,2,5,2,2,4,1,3,4,4,2,2,4,2,2,4,2,3,38,2,36,30,29,29,AS
3,2,2,1,3,0,2,3,5,5,2,2,2,3,2,3,4,4,3,3,2,5,5,5,2,3,3,3,1,2,4,3,2,2,2,2,2,2,2,2,25,2,26,28,31,23,AD
1,1,3,2,2,4,4,3,2,4,4,4,3,1,2,2,4,2,2,2,3,5,5,5,2,2,2,3,2,2,4,4,4,2,2,2,2,4,2,2,25,1,26,26,31,28,AD
4,3,3,4,3,4,2,2,3,2,2,1,4,4,3,2,2,4,4,2,3,4,4,4,3,3,3,4,2,2,4,4,3,3,3,3,4,3,3,3,50,2,30,28,32,33,DO
4,4,5,4,4,5,2,2,2,1,4,4,3,4,4,2,2,2,3,2,3,5,5,4,3,2,1,4,1,3,3,3,3,4,4,3,5,4,3,4,31,2,33,30,31,36,DO
3,4,3,4,4,3,4,4,1,1,4,5,3,3,3,1,3,3,1,4,4,5,5,4,3,3,2,2,1,2,5,5,3,4,4,3,2,3,3,3,28,2,31,30,31,35,DO
4,4,4,4,4,4,2,2,1,1,4,2,5,4,4,2,2,1,2,2,4,5,5,5,4,1,1,2,1,2,4,4,2,2,4,3,4,4,2,1,50,1,30,28,30,30,AS
4,5,4,5,5,4,3,2,3,1,1,1,1,4,4,5,2,5,5,4,1,4,4,1,5,5,5,5,3,2,4,2,4,1,5,4,4,3,5,4,56,2,36,32,35,36,AS
5,4,4,5,5,5,3,3,5,1,5,3,3,5,4,3,4,3,3,5,4,3,4,4,4,4,3,4,4,4,1,3,4,5,4,4,5,5,5,5,33,2,40,38,38,41,DO
4,4,4,3,4,4,2,3,2,1,2,2,2,4,3,4,2,4,4,2,4,4,5,4,3,2,2,3,2,2,3,3,4,1,4,3,4,4,2,2,30,1,31,29,31,30,AS
3,5,4,4,4,4,2,3,1,1,4,2,2,3,3,4,1,2,4,1,3,5,5,4,4,3,3,5,1,3,2,2,3,3,2,3,3,3,2,1,33,2,31,26,36,24,AD
4,4,4,4,3,3,3,3,4,4,4,5,5,5,5,2,1,1,1,2,3,3,4,4,4,4,4,4,1,3,4,4,4,5,4,3,4,2,1,1,41,2,36,31,34,32,AS
4,3,2,4,2,2,3,2,2,1,3,2,4,4,3,3,3,3,4,2,4,4,5,4,3,3,3,4,2,4,3,3,3,3,3,3,4,3,4,2,35,1,25,31,36,31,AD
5,4,3,4,4,3,2,3,2,4,4,3,1,4,3,4,3,1,4,1,2,4,5,2,4,4,4,5,1,4,4,4,3,2,3,2,5,3,3,2,19,1,34,28,35,31,AD
5,4,4,5,4,5,3,3,1,1,3,4,5,5,5,2,1,3,2,1,5,4,4,5,3,3,1,3,2,3,4,4,2,2,4,3,4,4,2,3,72,1,35,31,33,32,AS
4,4,3,3,4,3,3,2,1,1,5,3,2,4,3,2,1,1,4,2,5,5,5,5,2,2,2,2,2,2,4,4,3,3,4,2,4,5,2,2,56,1,28,27,32,33,DO
4,1,2,2,2,4,4,3,3,1,4,1,2,0,2,5,2,1,2,2,4,5,5,4,1,1,4,3,1,4,4,4,2,1,4,1,4,5,1,1,27,1,26,21,32,27,AD
4,4,3,5,4,5,2,1,1,1,5,5,5,5,4,1,1,2,2,2,4,5,5,5,3,2,2,3,1,3,4,5,3,2,4,3,4,4,2,4,36,1,30,32,33,35,DO
4,4,2,2,4,3,3,2,1,1,5,3,4,4,3,3,2,1,3,2,4,5,4,3,2,2,2,2,1,2,1,1,1,1,1,2,3,3,1,1,34,1,26,30,27,15,SC
3,4,2,3,3,3,4,4,4,2,5,3,4,3,2,3,4,2,4,1,3,4,5,3,4,2,2,4,2,2,1,2,2,2,4,3,4,3,2,1,28,2,32,31,31,24,AS
4,2,2,4,2,2,4,0,3,2,2,3,4,4,3,3,2,3,2,2,2,3,3,2,4,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,58,1,25,28,33,26,AD
2,3,2,3,3,3,1,2,3,1,1,1,3,2,2,5,4,5,5,3,4,3,5,3,3,3,2,3,2,3,3,3,3,2,5,4,5,5,5,4,21,2,23,31,31,39,DO
5,5,5,5,5,5,2,5,1,1,5,5,4,5,5,1,1,1,3,2,5,5,5,5,0,2,2,4,1,3,5,5,5,5,5,4,5,4,4,3,39,1,39,32,32,45,DO
4,3,4,4,4,4,3,3,1,2,3,2,3,4,4,3,3,3,4,2,4,4,5,4,4,3,3,2,2,2,2,3,3,2,4,3,4,3,2,4,36,1,32,31,33,30,AD
4,2,2,2,2,4,5,5,2,2,5,1,1,4,2,5,4,2,5,3,3,5,4,4,4,3,3,2,2,4,1,1,3,2,1,1,3,2,3,1,32,2,30,32,34,18,AD
2,3,3,2,3,3,2,3,2,2,2,2,2,2,2,3,3,4,3,4,3,4,4,5,3,3,2,3,2,4,4,4,4,2,2,2,3,3,2,2,28,1,25,27,33,28,AD
4,4,4,3,4,4,2,3,4,2,3,3,4,4,4,2,3,3,2,2,4,5,5,4,2,2,1,3,1,2,4,4,3,1,4,3,4,4,1,2,33,1,34,30,29,30,AS
4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,2,4,4,3,3,2,4,4,4,4,2,2,4,2,2,4,4,3,2,4,3,3,4,3,2,34,2,36,36,30,32,AS
2,2,4,3,3,4,4,4,1,1,4,4,3,2,3,2,2,4,4,2,5,4,5,4,3,2,2,1,1,3,3,4,4,2,2,4,3,4,3,3,29,1,28,30,30,32,DO
2,4,2,4,3,4,4,3,2,2,3,2,1,2,3,3,3,2,4,5,4,4,4,3,4,2,2,4,3,2,2,2,2,2,3,2,3,3,3,3,22,2,30,28,32,25,AD
2,2,2,4,2,3,4,4,2,2,4,2,2,2,2,4,2,3,4,4,4,4,4,3,3,2,2,4,3,2,2,2,2,2,2,2,2,3,3,2,22,2,27,29,31,22,AD
3,5,5,5,4,4,2,3,1,2,4,5,5,3,5,1,1,3,2,1,3,4,4,2,3,4,3,5,3,3,5,5,4,3,4,3,4,5,2,2,42,1,34,30,34,37,DO
4,4,4,4,2,3,3,2,1,2,4,2,3,4,3,3,2,2,4,2,3,3,4,4,4,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,59,1,29,29,29,22,AS
4,4,3,4,3,3,3,2,0,1,4,4,4,4,4,2,2,2,2,2,2,4,4,3,4,4,4,4,3,3,4,4,2,2,2,4,3,4,2,2,43,1,27,30,35,29,AD
4,3,3,3,4,3,3,3,1,1,3,3,3,4,3,2,2,3,2,2,3,5,5,4,3,2,2,3,1,2,4,4,2,2,4,2,4,4,3,3,32,1,28,27,30,32,DO
5,4,5,4,4,4,2,4,1,1,3,3,4,4,4,2,2,3,3,2,5,5,5,5,3,3,5,4,2,2,3,3,4,3,4,4,5,4,3,4,43,1,34,30,39,37,AD
4,4,4,4,4,4,3,2,2,1,4,4,4,4,5,2,2,2,4,4,4,2,5,4,2,2,1,3,3,3,4,4,2,3,3,4,3,3,3,4,25,1,32,35,29,33,SC
2,2,1,4,2,2,2,2,2,1,2,2,4,2,4,3,2,3,4,1,5,4,0,5,1,2,2,2,2,1,2,2,2,2,4,2,4,4,1,2,40,2,20,27,24,25,SC
5,5,5,4,4,5,2,2,1,1,5,5,5,5,4,1,2,1,1,1,4,5,5,5,2,2,0,2,2,2,5,5,4,4,4,5,5,4,4,2,30,2,34,30,29,42,DO
5,4,4,4,4,4,2,3,1,1,5,5,4,4,5,1,1,2,2,2,5,5,5,5,2,2,2,2,2,3,3,3,3,4,3,3,4,4,4,4,30,2,32,31,33,35,DO
3,3,4,3,2,0,3,2,1,1,2,1,1,3,3,4,3,4,4,0,5,5,5,5,3,2,2,3,2,3,4,4,0,2,4,3,2,3,1,1,29,1,22,25,35,24,AD
4,4,4,4,5,4,2,2,1,2,4,4,4,4,4,2,4,1,2,1,4,5,5,5,2,1,1,2,1,2,4,4,2,3,3,3,4,4,3,3,40,1,32,30,28,33,DO
4,4,4,4,3,3,2,2,1,4,4,4,2,3,3,2,3,2,3,3,4,5,5,5,3,2,2,4,1,2,3,3,4,2,4,3,4,4,2,2,45,1,31,29,33,31,AD
5,5,4,4,4,4,2,1,1,1,5,3,5,4,5,3,2,1,3,1,4,4,4,4,3,2,1,1,1,1,5,5,4,4,4,3,4,4,3,4,23,1,31,32,25,40,DO
5,2,4,3,4,2,3,4,2,2,4,3,3,5,4,3,3,3,4,2,3,2,2,2,3,5,5,4,4,4,4,3,3,3,3,4,4,4,2,5,33,2,31,34,34,35,DO
5,3,4,4,4,4,3,4,2,2,4,4,3,4,4,2,2,2,2,1,4,4,4,5,1,1,1,3,2,1,2,2,2,2,2,2,2,4,4,3,25,2,35,28,26,25,AS
5,5,4,4,5,3,1,3,1,1,4,2,5,4,4,4,4,3,3,2,2,4,4,4,4,4,3,5,5,4,5,4,3,3,3,3,4,4,4,4,25,1,32,35,39,37,AD
4,4,5,4,4,4,3,3,2,1,5,4,5,4,4,2,2,1,2,1,4,5,4,4,2,1,1,3,1,2,1,4,4,3,4,4,4,4,3,3,22,1,34,30,27,34,AS
4,5,5,4,4,2,2,2,2,1,4,3,3,4,4,2,2,2,3,3,4,5,5,2,2,1,1,3,1,3,5,5,4,4,5,4,5,5,4,4,32,2,31,30,27,45,DO
5,4,5,4,5,5,1,2,1,1,5,5,4,5,4,1,1,1,1,2,1,5,5,5,2,1,1,3,2,3,2,1,4,1,1,2,3,3,3,2,34,1,33,29,28,22,AS
4,4,3,4,4,3,3,4,2,1,4,4,2,4,3,1,2,2,2,2,4,4,5,4,3,2,2,2,3,4,4,2,3,2,3,4,4,4,3,3,22,1,32,26,33,32,AD
5,4,4,2,4,5,3,2,3,1,3,5,4,2,4,1,1,2,1,2,5,5,5,5,2,1,2,2,1,3,2,5,4,3,2,4,5,4,4,1,32,1,33,25,31,34,DO
5,4,4,4,3,4,1,1,3,2,4,2,5,5,4,1,3,2,2,2,5,5,5,5,3,2,2,2,1,3,3,4,2,3,4,4,3,2,4,4,25,2,31,30,33,33,AD
3,2,2,3,3,3,4,4,2,2,5,4,2,3,2,1,4,1,2,3,4,5,4,3,2,2,2,1,1,2,2,2,3,2,1,1,3,3,1,1,19,2,28,27,26,19,AS
4,4,4,4,3,4,2,2,4,1,3,3,2,4,4,3,2,3,4,2,4,3,3,4,2,5,4,4,2,2,2,2,4,4,3,3,4,3,3,4,43,1,32,30,33,32,AD
4,4,3,4,3,3,4,3,2,2,4,4,4,4,4,2,2,2,2,1,2,4,5,4,4,2,2,4,2,3,4,4,4,2,4,4,4,4,4,4,28,1,32,29,32,38,DO
5,5,5,4,0,4,2,4,2,5,5,4,3,4,4,2,1,1,1,1,5,5,5,0,1,5,1,4,1,1,4,4,4,3,4,4,5,5,4,3,53,1,36,26,28,40,DO
4,4,4,4,3,4,2,3,1,1,3,2,2,4,4,3,1,4,4,2,5,5,5,5,2,2,1,3,1,2,3,4,3,2,4,3,4,4,2,3,31,1,30,29,31,32,DO
5,4,3,4,3,5,4,3,1,2,4,2,4,5,4,4,2,3,3,2,2,4,5,5,2,4,4,5,1,4,4,4,3,1,3,4,4,5,4,3,33,1,34,33,36,35,AD
